video_id,title,channel_name,published_date
rMkbaqdtgCo,フラレガイガール(Furaregai Girl) - さユり/ Covered by まなえ,manae ch. / まなえ,2021-06-25T13:00:12Z
qy9F7dIgYls,again - YUI (Cover) / VESPERBELL ヨミ,VESPERBELL,2022-12-22T11:00:03Z
QmTL6M4MDdQ,【歌ってみた】Chinozo - Goodbye Declaration / グッバイ宣言【Miyu Ottavia | Cover】,Miyu Ottavia 【NIJISANJI / にじさんじ】,2021-10-24T13:00:15Z
R-GjeBGXSUU,【manae】ドリームレス・ドリームス 歌ってみた 【おたんじょうび】,manae ch. / まなえ,2017-07-12T14:23:32Z
R495rW7pWpI,【manae】クライヤ　歌ってみた,manae ch. / まなえ,2016-11-15T11:38:51Z
R98E8w3c4N4,QUEEN / 雪華エナ (Cover),Setsuka Ena ch. 雪華エナ,2022-08-19T10:00:10Z
QrOhpZBLtEY,気まぐれロマンティック(변덕스러운 로맨틱) / cover by Ara (채아라),채아라 / Ara Chae 【NIJISANJI KR】,2020-12-24T15:00:13Z
qPz-B8KM5dU,【manae】またねがあれば 歌ってみた,manae ch. / まなえ,2018-02-26T14:31:36Z
qpX-8jK5ph8,【manae】ようこそジャパリパークへ　16歳が歌ってみたった,manae ch. / まなえ,2017-04-13T11:14:25Z
QAzn8r09pLU,ignited -イグナイテッド- -  T.M.Revolution // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-07-12T10:00:10Z
qjkCfMyGCv4,届かない恋 / 四四四 【歌ってみた】,四四四 /Siyo Azuma,Not Found
QL9djHn4Ii4,【スマホ推奨MV】才悩人応援歌  歌ってみた - 道明寺ここあ【BUMP OF CHICKEN】,ここあMusic,2019-10-18T11:00:05Z
QpaJ1PlfSUg,気まぐれメルシィ - 八王子P / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2018-04-07T11:00:03Z
qkEwslsbdN0,Velonica - Aqua Timez // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-06-22T10:00:17Z
qdRbaWaKMcs,【レッサーパンダ/歌唱で自己PR】ヲズワルド（Cover）,KMNZ ARCHIVES,2020-09-29T10:00:10Z
qcvowG6ZR3U,【オカピ/歌唱で自己PR】丸の内サディスティック（Cover）,KMNZ ARCHIVES,2020-09-27T10:00:22Z
PUc38ecTbtU,Gamble Rumble - m.o.v.e // covered by 皇 美緒奈 道明寺ここあ,Meteopolis from RIOT MUSIC,2022-07-29T10:01:57Z
Qb46Hy8ygeY,夜に駆ける/ メリッサ・キンレンカ Cover,メリッサ・キンレンカ,2020-03-20T11:00:15Z
Q2rtfE1lSi4,モザイクカケラ (Mozaiku Kakera) - SunSet Swish // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-07-24T10:00:21Z
PWoVbKb-1xo,君の好きなうた (Kimi no Sukina Uta) - UVERworld // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-04-14T10:00:21Z
pO6ncmsMv1c,シンデレラ - DECO*27 / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-08-28T10:00:10Z
q6F5eB8EMRY,【歌ってみた】ムーンライト伝説【四四四】,四四四 /Siyo Azuma,Not Found
QAT4llUPPlc,【歌ってみた】インドア系ならトラックメイカー【文月みき】,Miki Ch. 文月みき,2020-06-18T03:57:54Z
q144HDvZkW8,vestige-ヴェスティージ- - T.M.Revolution // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-11-11T10:00:26Z
PP2TG2H9nZ4,【⚠️点滅注意】p.h. / 久誠レイ (Cover),Kumasa Rei ch. 久誠レイ,2022-06-04T09:00:22Z
peIVSaRoHTg,ハッピーシンセサイザ - EasyPop / Covered by 朝日南アカネ&西園チグサ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-03-30T09:00:41Z
pTYPY6TX1wk,ときめきブローカー - P丸様。 / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2021-08-26T12:00:12Z
psT4VdMsICs,【manae】ロミオとシンデレラ 歌ってみた,manae ch. / まなえ,2016-11-17T13:02:01Z
p8E4vLbLQN8,甲賀忍法帖 (The Kouga Ninja Scrolls) - 陰陽座 // covered by 皇 美緒奈,Meteopolis from RIOT MUSIC,2022-07-29T10:02:02Z
P7hHK3sjRTk,残響散歌 (Zankyosanka) - Aimer // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-03-29T10:12:14Z
ppmmcpt0tUI,世界は恋に落ちている-acoustic version- - HoneyWorks / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2018-03-08T04:12:05Z
pH8pPrx99eQ,花に亡霊-ヨルシカ/春日望【cover】,のんちゃんねるっ,2020-05-03T11:38:33Z
pKHwP14vOF4,EYE／Kanaria ｜cover by 李李鈴蘭LinglanLily,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2022-06-01T12:00:12Z
PgS87l9r99w,【インターネットうみうし/歌唱で自己PR】水星（Cover）,KMNZ ARCHIVES,2020-09-27T10:00:11Z
PLDQnVSBhpE,【MV】RESISTER 歌ってみた - 道明寺ここあ,ここあMusic,2019-07-13T11:00:06Z
olDMt85Skng,謎 (Nazo) - 小松未歩 // covered by 皇 美緒奈,Meteopolis from RIOT MUSIC,2022-07-29T10:02:07Z
PAU3XzBXZG4,【レッサーパンダ/自由に自己PR】Corruption（Cover）,KMNZ ARCHIVES,2020-10-02T10:00:06Z
P7vTF-vfBrM,完全感覚Dreamer (Kanzen Kankaku Dreamer) - ONE OK ROCK // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-11-05T10:00:05Z
O6mgVyRk-Dg,フォニイ - ツミキ / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-07-13T11:00:11Z
oOU5pqnVmAg,Spiral Tones  -  律可 Mori Calliope  // Covered by 白針うに,Shirahari Uni ch. 白針うに,2021-06-10T12:00:32Z
ORNWrC3uto0,マーシャル・マキシマイザー / Covered by Uto&Nabi,Nabi,2022-06-30T11:00:10Z
NyV9JwHaCD4,きゅんっ！ヴァンパイアガール【亜玖魔サキ/歌ってみた】,Saki Ch.亜玖魔サキ,2021-10-29T13:00:10Z
OO1d6wNgHvQ,KING - Kanaria // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-01-06T10:00:24Z
OKMh5VqhsrE,別の人の彼女になったよ / wacci【Covered by 朝日南アカネ/町田ちま/来栖夏芽/にじさんじ】,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-02-06T09:00:11Z
OO6Nu2au5QQ,どうぶつの森のあれ (covered by よるみどり),緑仙 / Ryushen,2020-04-25T06:17:41Z
OIZ2S_z_95Q,【MV】プライド革命  -歌ってみた - Covered by 道明寺ここあ,ここあMusic,2019-09-28T11:00:05Z
NpUlRQbB0lA,The Baddest Cover K/DA Evelynn's Part,Oceane Otoishi Ch. 音衣詩おしあん【kawaii】,2022-10-15T07:37:47Z
NxnxzPVwuyQ,千の夜をこえて (Sen no yoru o koete) - Aqua Timez // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-05-10T10:00:11Z
nul_mCMycQ8,チノカテ/小亀ヒナツ （cover）,Kogame Hinatsu ch. 小亀ヒナツ,2022-10-23T13:00:09Z
_Pu6zrvWc7g,ツキアカリのミチシルベ (Tsukiakari no Michishirube) - ステレオポニー // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-02-25T10:00:13Z
o7s9XZVIPBA,フォニイ / 雪華エナ (Cover),Setsuka Ena ch. 雪華エナ,2022-03-23T11:00:27Z
_QUc8JN_jCM,sharpness...歌ってみた【剣持刀也イメージソング】,剣持刀也,2018-04-05T15:02:20Z
Nn-9VuX7JG0,心絵 (kokoroe) - ロードオブメジャー // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-10-15T10:00:07Z
nWdM6D8YiKo,曇天 (Donten) - DOES // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-06-28T10:00:18Z
_k-O0S2ZLsg,Surges - Orangestar / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2022-08-10T11:00:15Z
n_7CsnkD22g,【Eyes on Me】Final Fantasy VIII "Cover" One Take,Oceane Otoishi Ch. 音衣詩おしあん【kawaii】,2022-12-24T01:00:13Z
_aNLGBKJWoM,キューティーハニー(Cutie Honey) - 倖田來未 // covered by 皇 美緒奈,Meteopolis from RIOT MUSIC,2022-07-29T10:02:54Z
_eZabCd6PYE,群青日和 (Ideal Days For Ultramarine) - 東京事変 // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-05-20T10:00:26Z
-w_bDbQPpcs,JOINT - 川田まみ // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-11-13T10:00:00Z
_PlOy4BhY6U,ドライフラワー/くら闇子『歌ってみた』,くら闇子ASMR　YamikoKura ASMR,2022-10-11T11:00:12Z
NMYSAKGAgAs,【MV】ドーナツホール 歌ってみた - 道明寺ここあ【ハチ】,ここあMusic,2019-06-29T11:00:03Z
N_TlRZdrn1M,【MV】ドラマツルギー 歌ってみた - 道明寺ここあ【Eve】,ここあMusic,2019-08-17T10:30:01Z
_L94nTZBxeM,レイン (Rain) - シド // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-02-24T10:00:22Z
nlz9bsvcdpI,【Pixie Music】Cover Kamisama Hajimemashita【RoaFen】,RoaFen【AkioAIR】,2022-05-18T05:00:14Z
_hQeT6g3gyE,ニルヴァーナ (Nirvana) - MUCC // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-09-16T10:00:14Z
n4f3ewMR2ZM,香水替え歌…炎上〖歌ってみた〗,くら闇子ASMR　YamikoKura ASMR,2020-10-07T16:02:03Z
_Gr-GdGalgI,リライト (Rewrite) - ASIAN KUNG-FU GENERATION // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-07-19T10:00:12Z
nJcqLc9ezYs,【うさこ/歌唱で自己PR】インドア系ならトラックメイカー（Cover）,KMNZ ARCHIVES,2020-09-29T10:00:11Z
NdOLd1jN9qw,【ORIGINAL SONG】蒼空の青さ 【Kirihime Ria / 切姫りあ】,Kirihime Ria Ch. 切姫りあ,Not Found
NaPfcTetF-M,All I Want For Christmas Is You - Mariah Carey (cover) by Akaihaato,HAACHAMA Ch. 赤井はあと,Not Found
mpOzO3I9Xz4,The Everlasting Guilty Crown - EGOIST // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-08-14T10:00:32Z
N6bXA-an0_s,【ウルフ/自由に自己PR2】One by one feat. KMNZ LIZ（Cover）,KMNZ ARCHIVES,2020-10-06T10:00:04Z
ngj63pKU_I8,サボテンガール - アイナ・ジ・エンド / covered by不磨わっと&小森めと【歌ってみた】,Wat Channel / 不磨わっと 【ななしいんく】,2022-05-30T13:00:12Z
MQ9DV_4X2ts,【Jazz Cover】Daddy! Daddy! Do! Kaguya-sama: Love is War OP 2,Oceane Otoishi Ch. 音衣詩おしあん【kawaii】,2022-11-27T16:30:18Z
Mt0sj_zNWX4,D-tecnoLife - UVERworld // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-09-04T10:00:10Z
mKDzKs9mMfk,白金ディスコ (Platinum Disco) - 阿良々木月火(cv:井口裕香) // covered by 長瀬有花,長瀬有花 / YUKA NAGASE,2020-11-20T10:00:11Z
mWoZaBPQ6eg,シル・ヴ・プレジデント - P丸様。 / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2021-08-07T12:00:11Z
MoJ48YnDJdQ,Overdose - なとり / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2022-12-15T11:00:07Z
MkQT7_2yD5k,『835の日』君の知らない物語『歌ってみた』,くら闇子ASMR　YamikoKura ASMR,2021-09-04T11:00:11Z
Mjwz6vr7PmM,【Pixie Music】Lilium Cover【RoaFen】,RoaFen【AkioAIR】,2022-08-20T14:15:01Z
mgYSF_XahwA,『くら闇子』ときめきブローカー『歌ってみた』,くら闇子ASMR　YamikoKura ASMR,2021-10-30T11:00:22Z
MRM7MKJb1iI,【manae】おねがいダーリン〜北九州弁Ver.〜 歌ってみた,manae ch. / まなえ,2017-03-17T14:01:29Z
MPs-hlFXYyw,奏（かなで） - スキマスイッチ / Covered by まなえ,manae ch. / まなえ,2019-03-13T14:48:42Z
MnPb80FBKXM,【女王気分で】KING - Kanaria / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2021-02-11T12:00:06Z
MMm6HbYv2Hg,Flamingo - 米津玄師 / Covered by まなえ,manae ch. / まなえ,2019-03-23T11:00:03Z
maK6rCcaD2s,【Shaman King】Soul Salvation / English Cover,Shirahari Uni ch. 白針うに,2021-04-11T11:00:30Z
MEuDx_IQe10,Don't say "lazy" - 桜高軽音部 // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-08-03T10:00:10Z
MboaHyA5--Y,bad guy - Billie Eilish ( Cover ) / VESPERBELL,VESPERBELL,2020-10-08T11:00:03Z
LYVcGWnrszo,【Vtuber歌ってみた】特攻DANCE - フランシュシュ- 亜玖魔サキ【ゾンビランドサガ】,Saki Ch.亜玖魔サキ,2021-04-10T13:00:16Z
lzSQLkx3tIk,【Cover】Thinkin Bout You - KATIE【RoaFen】,RoaFen【AkioAIR】,2022-12-30T20:00:09Z
m7BsDIyxK10,【歌ってみた】 Macross Frontier OST 星間飛行 (성간비행) Cover,채아라 / Ara Chae 【NIJISANJI KR】,2020-06-07T11:00:11Z
MgSlA3P7BJk,インタビュア- クワガタP / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2018-09-24T13:45:31Z
LJklkaM-HPE,【未来日記】空想メソロギヰ -  妖精帝國 / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-10-09T10:00:12Z
Me8E174sJ1E,【女性が歌う】ドライフラワー - 優里 / Covered by まなえ【弾き語り】,manae ch. / まなえ,2021-02-09T14:15:00Z
LJRYTse0mWg,【Cover】Kiseki no Umi【RoaFen】,RoaFen【AkioAIR】,2022-11-10T22:00:08Z
LKCiStOvcNA,【ボカロ】歌ってみたまとめ（白い雪のプリンセスは、天ノ弱、メランコリック）【Vtuber】【歌ってみた】,いんくちゃんねる,2020-01-21T08:31:17Z
lXqITF1g1wg,青春アミーゴ (Seishun amigo) - 修二と彰 // covered by 芦澤サキ 松永依織,芦澤サキ / SAKI ASHIZAWA,2022-03-07T10:00:30Z
Lvs3t_sgGL4,閃光 (Senkou) - [Alexandros] // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-09-26T10:00:17Z
lQ5L2nDtTW0,狂乱 Hey Kids!! (Kyouran Hey Kids!!) - (THE ORAL CIGARETTES) // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-06-18T10:00:22Z
lG1S9TuDvs4,春を告げる (Haru wo Tsugeru) - yama // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-06-24T10:00:21Z
LAG07HyePok,COLORS - FLOW // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-02-15T10:00:06Z
lFNMQuo4CA0,天ノ弱 - 164 / Covered by まなえ【高校生が歌ってみた】,manae ch. / まなえ,2018-07-23T14:00:06Z
kNZhOPYCfPU,【NARUTO-ナルト-疾風伝】ラヴァーズ - 7!!(seven oops) / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-08-10T10:00:11Z
kNDyqVzkJaI,マイフレンド(My Friend) - ZARD // covered by 皇 美緒奈,Meteopolis from RIOT MUSIC,2022-07-29T10:01:47Z
L5sbzUFHot8,あの夏が飽和する。 / ましろ〈歌ってみた〉,ましろ / Mashiro,2020-07-18T09:00:29Z
lADvBoZSubM,シンデレラ - DECO*27 / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2021-08-17T11:00:11Z
KRwSLgyCufY,Can Do - GRANRODEO // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-08-10T10:00:11Z
KwzGrE6WZNM,粉雪 (Konayuki) - レミオロメン // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-12-26T10:00:05Z
KPv_GpCC8Q4,エンヴィーベイビー covered by amatsukauto ໒꒱· ﾟ,天使うと / Amatsuka Uto,2021-04-23T03:06:28Z
L9YvSCQ_AeE,【MV】心絵　歌ってみた - 道明寺ここあ【ロードオブメジャー】,ここあMusic,2019-11-03T11:00:02Z
KQVkk1cjHlk,【MV】不可逆リプレイス 歌ってみた - 道明寺ここあ【MY FIRST STORY】,ここあMusic,2019-10-09T11:00:04Z
KmOvo2bLPrc,藍二乗 - ヨルシカ / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2020-09-10T09:00:27Z
kHsynmVZMPs,ALONES - Aqua Timez // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-10-18T10:00:23Z
kEJ6uOqF--I,少女レイ / 久誠レイ feat. 天飛愛ノア (Cover),Kumasa Rei ch. 久誠レイ,2022-10-22T10:00:34Z
Kdfdtd9wg0Y,chase - batta // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-12-04T10:00:18Z
KkhdH6krBGk,ハロ／ハワユ(Hello/how are you) /Cover by Nabi,Nabi Ch. 蒼彩なび,2021-05-02T15:30:15Z
k73YpLoX1xE,Worth it - Fifth Harmony ft.Kid Ink (metal  cover by Akaihaato),HAACHAMA Ch. 赤井はあと,Not Found
kLAFXxucKCw,热爱105 ℃的你 / 阿肆Super Idol (JPN ver.) 🩹 Fuura Yuri 【Cover】,Yuri Ch. 百合【Phase Connect】,2023-04-15T21:00:09Z
jwE-41ulRDc,バレリーコ (Balleriko) - みきとP // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-08-20T10:23:46Z
jPw0Nmh-YvM,ボッカデラベリタ (Bocca della Verità) - 柊キライ // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-06-14T10:00:30Z
jon3jGxVmVY,【歌ってみた】おジャ魔女カーニバル!! / covered by LilyMone × yosumi × 柚子花 × ヨシナ × アオノユウキ,LilyMone channel,2021-08-04T11:00:10Z
j1yysDlmQ4E,お勉強しといてよ (STUDY ME) - ずっと真夜中でいいのに。 // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-06-19T10:00:32Z
K5X7U7hGtn0,【女子高生が】Booo! - TOKOTOKO（西沢さんP）/ Covered by まなえ【歌ってmixしてみたった】,manae ch. / まなえ,2018-12-07T14:15:00Z
jL8xPsLKCog,【日本語版】Baby Doll-Utopia【Moona Hoshinova歌ってみた】,Moona Hoshinova hololive-ID,2020-07-04T12:00:14Z
JKaJ1P5y6d8,パラサイト - DECO*27 / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2022-03-22T10:00:12Z
jhnShoSdNSM,〖Cover〗달의하루(Dareharu) -염라(Karma)  불러보았다,신유야 / Yuya Shin 【NIJISANJI KR】,2020-04-05T09:58:11Z
JmupmdpeySs,可愛くなりたい - HoneyWorks / Covered by まなえ 【歌ってみた】,manae ch. / まなえ,2020-05-02T12:00:20Z
jFDDztmjUNU,소녀 레이(少女レイ) Cover by Ara,채아라 / Ara Chae 【NIJISANJI KR】,2020-10-18T11:00:14Z
Jb3S5-zQ0Ho,【レッサーパンダ/自由に自己PR2】HIP (Cover),KMNZ ARCHIVES,2020-10-07T10:00:11Z
IsYxx_KPMDQ,うっせぇわ - Ado / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-01-18T10:00:11Z
ITSaB5ndbvU,吉原ラメント - 亜玖魔サキ【歌ってみた】,Saki Ch.亜玖魔サキ,2021-11-17T13:00:11Z
j_Y9Vhwsj7Q,daze - じん ft.メイリア from GARNiDELiA // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-07-16T10:00:21Z
IqWxM31JCu4,キセキ(KISEKI) - GReeeeN // covered by 皇 美緒奈,Meteopolis from RIOT MUSIC,2022-07-29T10:01:34Z
J0T0vHjfF7Q,ノンブレス・オブリージュ/ピノキオピー【Covered by 朝日南アカネ/にじさんじ】,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-07-08T11:00:12Z
J_p1yNGioEU,【インターネットうみうし/自由に自己PR】わがままが言い足りない（Cover）,KMNZ ARCHIVES,2020-09-30T10:00:04Z
ITALc37yJtY,決意の朝に (Ketsui no Asa ni) - Aqua Timez // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-05-23T10:00:12Z
IZqkRF7AnQ0,【MV】1/3の純情な感情 歌ってみた - 道明寺ここあ,ここあMusic,2019-08-28T09:59:06Z
iRQS33cTDcA,だから僕は音楽を辞めた (Moonlight) - ヨルシカ // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-07-31T10:00:53Z
iWcsvGnVjgM,【COVER】hajimete no chuu はじめてのチュウ /by Aletta Sky, @MiryuKotofuji , @SavaSafari , @PeonyAeria,Aletta Sky 🐎🤍 アレッタ　スカイ【kawaii】,2023-02-16T20:50:10Z
IoWcW8MORsU,蝶々結び (Bowknot) -Aimer // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-06-17T10:00:13Z
iFUgQZTVNxc,-  G4L  / cover Δ.  -〔1cho〕,DELUTAYA Δ.,2022-11-15T06:47:35Z
iN-DDqFzOlo,ロキ - Covered by 白針うに & うにお,Shirahari Uni ch. 白針うに,2021-11-21T12:00:09Z
iQb2l-yXurI,インフェルノ (Inferno) - Mrs. GREEN APPLE // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-10-09T10:00:15Z
i9A7gfCpZT0,RE:I AM - Aimer // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-09-13T10:00:24Z
igqpCMtsNq0,乱舞のメロディ (Ranbu no Melody) - (シド) // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-08-09T10:00:31Z
IKc1bZaFhc8,声楽未経験が声楽曲+αをそれっぽく歌ってみた【町田ちま/にじさんじ】,町田ちま【にじさんじ】,2019-07-24T14:57:45Z
i8sUZxpkPEw,🦇  뱀파이어  (ヴァンパイア) Cover | Han Chiho,한치호 / Chiho Han【NIJISANJI KR】,2021-07-15T11:15:12Z
hWE1_KmOMj8,ゆずれない願い (Yuzurenai Negai) - 田村直美 // covered by 皇美緒奈,Meteopolis from RIOT MUSIC,2022-09-05T10:00:30Z
I92VlU8nVag,アトラクトライト (Attract Light) - *Luna feat.ゆある // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-01-26T10:00:14Z
If0D9uGidCo,シス×ラブ-HoneyWorks/ Covered by Mana x Nabi,Nabi,2021-08-21T13:00:10Z
imFPfhlfoPU,【manae】　君色に染まる　歌ってみた,manae ch. / まなえ,2016-11-15T11:28:02Z
i5orE667cEM,ギミーレボリューション歌ってみた～,四四四 /Siyo Azuma,Not Found
HuyGB0Sf3Y8,Together - あきよしふみえ // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2022-10-04T10:00:16Z
Hre657x5HGE,ノーザンクロス (Northern Cross) - シェリル・ノーム starring May’n // covered by 皇美緒奈,Meteopolis from RIOT MUSIC,2022-09-21T10:00:19Z
HL30ObKrpcU,第六感 (THE SIXTH SENSE) - Reol // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2020-11-28T10:00:03Z
Hyqav3FuReA,現状ディストラクション (Genjyou Destruction) - SPYAIR // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-08-26T10:00:14Z
Hy8qFdi6DWs,きらきら／cover by @李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】＆@計畫通行,李李鈴蘭 / Linglan Lily 【Cloud Horizon所屬】,2021-10-08T11:30:11Z
-hviqvE8DF0,KING - Kanaria / Cover by Chae Ara,채아라 / Ara Chae 【NIJISANJI KR】,2021-02-06T12:00:11Z
Hv1T5cckuYA,革命デュアリズム (Kakumei Dualism) - 水樹奈々×T.M.Revolution // covered by 芦澤 サキ × 道明寺 ここあ,芦澤サキ / SAKI ASHIZAWA,2020-07-28T10:00:05Z
HAROn8yas3g,カルマ (karma) - BUMP OF CHICKEN // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-08-30T10:00:03Z
HsmrbiM1Iew,Get Wild - TM NETWORK // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-03-31T10:00:18Z
h3MqH_VpZ0g,東京テディベア-亜玖魔サキ【歌ってみた】,Saki Ch.亜玖魔サキ,2021-09-18T12:00:14Z
hicAYp7KXKk,KING／天音かなた(Cover),Kanata Ch. 天音かなた,2021-02-19T10:00:14Z
HFV_hCFA8wE,乙女解剖 / DECO*27 【Covered by 朝日南アカネ / にじさんじ】,朝日南アカネ / Asahina Akane 【にじさんじ】,2020-10-17T09:00:10Z
HqvNxkutmm4,【manae】ハイドアンド・シーク(cover) 歌ってみた,manae ch. / まなえ,2017-08-25T15:07:26Z
H28Un8RFUIA,Uptown Funk- Mark Ronson ft. Bruno Mars(cover by HAACHAMA),HAACHAMA Ch. 赤井はあと,Not Found
h2jt67ZPfSU,【歌って踊ってみた】金曜日のおはよう／HoneyWorks　Covered by 鈴原るる,鈴原るる【にじさんじ所属】,2021-01-22T12:00:14Z
HDfm7lgRsEg,誇り高きアイドル - HoneyWorks / Covered by まなえ【歌ってみた】,manae ch. / まなえ,2021-07-23T12:00:15Z
Grh1c6wd0j4,花人局 - ヨルシカ(Cover) / まなえ,manae ch. / まなえ,2022-04-24T11:00:14Z
g1goeknjU6Q,【Dance Ver】金曜日のおはよう／HoneyWorks　Covered by 鈴原るる,鈴原るる【にじさんじ所属】,2021-01-24T12:00:10Z
FS62FgbZxWc,天樂 (Tengaku) - ゆうゆ // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-05-25T10:00:08Z
gpRgtR5Zln0,ヘラヘラリ - メドミア(Short ver.) / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2023-05-14T10:00:10Z
g6cTC445zYY,【歌ってみた】君はいなせなガール covered by 花譜,花譜,2021-01-09T08:59:57Z
G48HlilFHxQ,最愛 - KOH⁺(Cover)／まなえ,manae ch. / まなえ,2022-12-25T11:00:09Z
ggqIE4NNWxc,【manae】平行線(TVsize) 歌ってみた,manae ch. / まなえ,2017-04-03T02:39:37Z
fmgsoVGciz0,残酷な天使のテーゼ (A Cruel Angel's Thesis) - 高橋洋子 // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2020-07-24T09:00:24Z
fdNCh_4-xS4,激動 (Gekidou) - UVERworld // covered by 芦澤 サキ,芦澤サキ / SAKI ASHIZAWA,2021-04-06T10:00:14Z
G31dut3okOc,【manae】刹那プラス 歌ってみた(cover),manae ch. / まなえ,2018-01-06T12:21:21Z
G_1ZlAhGgy0,INVOKE - T.M.Revolution // covered by 芦澤サキ,芦澤サキ / SAKI ASHIZAWA,2021-07-14T10:20:11Z
f7dZfzsQoBI,【新人Vtuber】ラムのラブソング - 亜玖魔サキ【歌ってみた】,Saki Ch.亜玖魔サキ,2021-03-26T12:00:12Z
F5lm6633wHE,【Moon River Cover】Audrey Hepburn ☕Breakfast at Tiffany's,Oceane Otoishi Ch. 音衣詩おしあん【kawaii】,2023-01-07T17:15:08Z
f1eouLsfZ-0,ラグトレイン - 稲葉曇 / Covered by 朝日南アカネ,朝日南アカネ / Asahina Akane 【にじさんじ】,2021-07-27T10:00:13Z
